date,price
2002-01-30,743.33
2002-02-06,735.0
2002-02-13,743.33
2002-02-20,743.33
2002-02-27,743.33
2002-03-06,743.33
2002-03-13,740.0
2002-03-20,740.0
2002-03-27,736.67
2002-04-03,736.67
2002-04-10,736.67
2002-04-17,730.0
2002-04-24,730.0
2002-05-01,700.0
2002-05-08,673.33
2002-05-15,668.33
2002-05-22,666.67
2002-05-29,666.67
2002-06-05,686.67
2002-06-12,696.67
2002-06-19,696.67
2002-06-26,716.67
2002-07-03,716.67
2002-07-10,716.67
2002-07-17,716.67
2002-07-24,716.67
2002-07-31,720.0
2002-08-07,720.0
2002-08-14,736.67
2002-08-21,736.67
2002-08-28,740.0
2002-09-04,736.67
2002-09-11,736.67
2002-09-18,756.67
2002-09-25,763.33
2002-10-02,750.0
2002-10-09,740.0
2002-10-16,740.0
2002-10-23,736.67
2002-10-30,736.67
2002-11-06,723.33
2002-11-13,730.0
2002-11-20,745.0
2002-11-27,766.67
2002-12-04,773.33
2002-12-11,773.33
2002-12-18,766.67
2002-12-25,776.67
2003-01-01,790.0
2003-01-08,795.0
2003-01-15,746.67
2003-01-22,746.67
2003-01-29,746.67
2003-02-05,746.67
2003-02-12,746.67
2003-02-19,746.67
2003-02-26,746.67
2003-03-05,746.67
2003-03-12,803.33
2003-03-19,796.67
2003-03-26,796.67
2003-04-02,803.33
2003-04-09,806.67
2003-04-16,750.0
2003-04-23,750.0
2003-04-30,733.33
2003-05-07,736.67
2003-05-14,735.0
2003-05-21,735.0
2003-05-28,736.67
2003-06-04,743.33
2003-06-11,746.67
2003-06-18,740.0
2003-06-25,740.0
2003-07-02,740.0
2003-07-09,740.0
2003-07-16,763.33
2003-07-23,756.67
2003-07-30,760.0
2003-08-06,763.33
2003-08-13,766.67
2003-08-20,760.0
2003-08-27,750.0
2003-09-03,750.0
2003-09-10,766.67
2003-09-17,770.0
2003-09-24,760.0
2003-10-01,763.33
2003-10-08,763.33
2003-10-15,773.33
2003-10-22,803.33
2003-10-29,795.0
2003-11-05,766.67
2003-11-12,793.33
2003-11-19,770.0
2003-11-26,780.0
2003-12-03,780.0
2003-12-10,786.67
2003-12-17,786.67
2003-12-24,786.67
2003-12-31,810.0
2004-01-07,826.67
2004-01-14,826.67
2004-01-21,826.67
2004-01-28,826.67
2004-02-04,826.67
2004-02-11,826.67
2004-02-18,826.67
2004-02-25,826.67
2004-03-03,826.67
2004-03-10,826.67
2004-03-17,826.67
2004-03-24,826.67
2004-03-31,826.67
2004-04-07,810.0
2004-04-14,810.0
2004-04-21,810.0
2004-04-28,793.33
2004-05-05,810.0
2004-05-12,810.0
2004-05-19,740.0
2004-05-26,740.0
2004-06-02,740.0
2004-06-09,740.0
2004-06-16,740.0
2004-06-23,740.0
2004-06-30,740.0
2004-07-07,740.0
2004-07-14,740.0
2004-07-21,753.33
2004-07-28,753.33
2004-08-04,753.33
2004-08-11,753.33
2004-08-18,753.33
2004-08-25,753.33
2004-09-01,753.33
2004-09-08,753.33
2004-09-15,753.33
2004-09-22,786.67
2004-09-29,786.67
2004-10-06,783.33
2004-10-13,776.67
2004-10-20,776.67
2004-10-27,776.67
2004-11-03,760.0
2004-11-10,760.0
2004-11-17,760.0
2004-11-24,760.0
2004-12-01,760.0
2004-12-08,760.0
2004-12-15,760.0
2004-12-22,760.0
2004-12-29,760.0
2005-01-05,760.0
2005-01-12,760.0
2005-01-19,760.0
2005-01-26,760.0
2005-02-02,760.0
2005-02-09,793.33
2005-02-16,793.33
2005-02-23,793.33
2005-03-02,793.33
2005-03-09,793.33
2005-03-16,793.33
2005-03-23,793.33
2005-03-30,793.33
2005-04-06,793.33
2005-04-13,793.33
2005-04-20,793.33
2005-04-27,800.0
2005-05-04,800.0
2005-05-11,800.0
2005-05-18,800.0
2005-05-25,800.0
2005-06-01,800.0
2005-06-08,800.0
2005-06-15,927.0
2005-06-22,927.0
2005-06-29,947.0
2005-07-06,957.33
2005-07-09,991.0
2005-07-13,970.67
2005-07-20,970.67
2005-07-27,997.33
2005-08-03,997.33
2005-08-10,1007.67
2005-08-17,1007.67
2005-08-24,1007.67
2005-08-31,991.0
2005-09-07,991.0
2005-09-14,991.0
2005-09-21,991.0
2005-09-28,991.0
2005-10-05,991.0
2005-10-12,991.0
2005-10-19,991.0
2005-10-26,991.0
2005-11-02,991.0
2005-11-09,991.0
2005-11-16,994.67
2005-11-23,998.0
2005-11-30,970.0
2005-12-07,970.0
2005-12-14,973.33
2005-12-21,1000.0
2005-12-28,1036.67
2006-01-04,1036.67
2006-01-11,1036.67
2006-01-18,1075.67
2006-01-25,1092.33
2006-02-01,1109.0
2006-02-08,1109.0
2006-02-15,1109.0
2006-02-22,1109.0
2006-03-01,1109.0
2006-03-08,1109.0
2006-03-15,1109.0
2006-03-22,1013.33
2006-03-29,1033.33
2006-04-05,1033.33
2006-04-12,1030.0
2006-04-19,988.33
2006-04-26,995.0
2006-05-03,1008.33
2006-05-10,991.67
2006-05-17,991.67
2006-05-24,998.33
2006-05-31,991.67
2006-06-07,991.67
2006-06-14,1091.67
2006-06-21,1091.67
2006-06-28,1091.67
2006-07-05,1091.67
2006-07-12,1100.0
2006-07-19,1070.0
2006-07-26,1070.0
2006-08-02,1070.0
2006-08-09,1096.67
2006-08-16,1096.67
2006-08-23,1123.33
2006-08-30,1123.33
2006-09-06,1170.0
2006-09-13,1170.0
2006-09-20,1170.0
2006-09-27,1170.0
2006-10-04,1156.67
2006-10-11,1140.0
2006-10-18,1173.33
2006-10-25,1186.67
2006-11-01,1186.67
2006-11-08,1216.67
2006-11-15,1230.0
2006-11-22,1230.0
2006-11-29,1230.0
2006-12-06,1230.0
2006-12-13,1263.33
2006-12-20,1263.33
2006-12-27,1266.67
2007-01-03,1250.0
2007-01-10,1250.0
2007-01-17,1250.0
2007-01-24,1250.0
2007-01-31,1250.0
2007-02-07,1250.0
2007-02-14,1293.33
2007-02-21,1260.0
2007-02-28,1246.67
2007-03-07,1246.67
2007-03-14,1240.0
2007-03-21,1240.0
2007-03-28,1233.33
2007-04-04,1253.33
2007-04-11,1253.33
2007-04-18,1246.67
2007-04-25,1246.67
2007-05-02,1246.67
2007-05-09,1193.33
2007-05-16,1193.33
2007-05-23,1193.33
2007-05-30,1176.67
2007-06-06,1176.67
2007-06-13,1163.33
2007-06-20,1163.33
2007-06-27,1167.5
2007-07-04,1167.5
2007-07-11,1197.5
2007-07-18,1205.0
2007-07-25,1207.5
2007-08-01,1222.5
2007-08-08,1222.5
2007-08-15,1222.5
2007-08-22,1235.0
2007-08-29,1210.0
2007-09-05,1210.0
2007-09-12,1210.0
2007-09-19,1215.0
2007-09-26,1215.0
2007-10-03,1200.0
2007-10-10,1200.0
2007-10-17,1250.0
2007-10-24,1250.0
2007-10-31,1250.0
2007-11-07,1250.0
2007-11-14,1250.0
2007-11-21,1275.0
2007-11-28,1275.0
2007-12-05,1275.0
2007-12-12,1267.5
2007-12-19,1275.0
2007-12-26,1275.0
2008-01-02,1275.0
2008-01-09,1275.0
2008-01-16,1247.5
2008-01-23,1260.0
2008-01-30,1260.0
2008-02-06,1270.0
2008-02-07,1000.0
2008-02-13,1270.0
2008-02-20,1282.5
2008-02-27,1295.0
2008-03-05,1295.0
2008-03-12,1320.0
2008-03-19,1320.0
2008-03-26,1320.0
2008-04-02,1320.0
2008-04-06,1165.0
2008-04-09,1320.0
2008-04-16,1315.0
2008-04-23,1320.0
2008-04-30,1320.0
2008-05-07,1277.5
2008-05-14,1277.5
2008-05-21,1232.5
2008-05-28,1107.5
2008-06-04,1107.5
2008-06-11,1107.5
2008-06-18,1137.5
2008-06-25,1137.5
2008-07-02,1167.5
2008-07-09,1167.5
2008-07-16,1167.5
2008-07-23,1180.0
2008-07-30,1167.5
2008-08-06,1167.5
2008-08-13,1170.0
2008-08-20,1170.0
2008-08-27,1170.0
2008-09-03,1165.0
2008-09-10,1165.0
2008-09-17,1135.0
2008-09-24,1135.0
2008-10-01,1135.0
2008-10-08,1135.0
2008-10-15,1135.0
2008-10-22,1135.0
2008-10-29,1135.0
2008-11-05,1135.0
2008-11-12,1135.0
2008-11-19,1127.5
2008-11-26,1127.5
2008-12-03,1127.5
2008-12-10,1140.0
2008-12-17,1140.0
2008-12-24,1140.0
2008-12-31,1140.0
2009-01-07,1140.0
2009-01-14,1140.0
2009-01-21,1140.0
2009-01-28,1140.0
2009-02-04,1140.0
2009-02-11,1140.0
2009-02-18,1140.0
2009-02-25,1140.0
2009-03-04,1140.0
2009-03-11,1140.0
2009-03-18,1180.0
2009-03-25,1180.0
2009-04-01,1180.0
2009-04-08,1180.0
2009-04-11,1350.0
2009-04-15,1145.0
2009-04-22,1132.5
2009-04-29,1115.0
2009-05-06,1115.0
2009-05-13,1127.5
2009-05-20,1120.0
2009-05-27,1125.0
2009-06-03,1125.0
2009-06-10,1125.0
2009-06-17,1126.0
2009-06-24,1126.0
2009-07-01,1126.0
2009-07-08,1126.0
2009-07-15,1126.0
2009-07-22,1136.0
2009-07-29,1136.0
2009-08-05,1136.0
2009-08-12,1136.0
2009-08-19,1136.0
2009-08-26,1174.5
2009-09-02,1174.5
2009-09-09,1187.0
2009-09-16,1187.0
2009-09-23,1187.0
2009-09-30,1187.0
2009-10-07,1187.0
2009-10-14,1212.0
2009-10-21,1200.0
2009-10-28,1196.67
2009-11-04,1196.67
2009-11-11,1250.0
2009-11-18,1258.33
2009-11-25,1291.67
2009-12-02,1275.0
2009-12-09,1336.67
2009-12-16,1293.33
2009-12-23,1293.33
2009-12-30,1316.67
2010-01-06,1316.67
2010-01-13,1316.67
2010-01-20,1316.67
2010-01-27,1316.67
2010-02-03,1316.67
2010-02-06,1175.0
2010-02-10,1303.33
2010-02-17,1303.33
2010-02-24,1303.33
2010-03-03,1303.33
2010-03-10,1303.33
2010-03-17,1303.33
2010-03-24,1233.33
2010-03-31,1233.33
2010-04-07,1225.0
2010-04-14,1200.0
2010-04-21,1160.0
2010-04-28,1206.67
2010-05-05,1203.33
2010-05-12,1141.67
2010-05-19,1141.67
2010-05-26,1158.33
2010-06-02,1158.33
2010-06-09,1243.33
2010-06-16,1270.0
2010-06-23,1270.0
2010-06-30,1325.33
2010-07-07,1325.33
2010-07-14,1253.33
2010-07-21,1253.33
2010-07-28,1280.0
2010-08-04,1266.67
2010-08-11,1291.67
2010-08-18,1336.67
2010-08-25,1306.67
2010-09-01,1306.67
2010-09-08,1300.0
2010-09-15,1292.5
2010-09-22,1295.0
2010-09-29,1300.0
2010-10-06,1300.0
2010-10-13,1312.5
2010-10-20,1310.0
2010-10-27,1310.0
2010-11-03,1315.0
2010-11-10,1312.5
2010-11-17,1312.5
2010-11-24,1325.0
2010-12-01,1340.0
2010-12-08,1332.5
2010-12-15,1327.5
2010-12-22,1347.5
2010-12-29,1347.5
2011-01-05,1345.0
2011-01-12,1345.0
2011-01-19,1373.33
2011-01-26,1392.5
2011-02-02,1380.0
2011-02-09,1380.0
2011-02-16,1410.0
2011-02-23,1410.0
2011-03-02,1405.0
2011-03-09,1402.5
2011-03-16,1405.0
2011-03-23,1407.5
2011-03-30,1430.0
2011-04-06,1407.5
2011-04-13,1407.5
2011-04-20,1382.5
2011-04-27,1382.5
2011-05-04,1387.5
2011-05-11,1387.5
2011-05-18,1387.5
2011-05-25,1382.5
2011-06-01,1382.5
2011-06-08,1370.0
2011-06-15,1420.0
2011-06-22,1377.5
2011-06-29,1377.5
2011-07-06,1362.5
2011-07-13,1355.0
2011-07-20,1360.0
2011-07-27,1372.5
2011-08-03,1367.5
2011-08-10,1367.5
2011-08-17,1367.5
2011-08-24,1385.0
2011-08-31,1385.0
2011-09-07,1360.0
2011-09-14,1360.0
2011-09-21,1365.0
2011-09-28,1365.0
2011-10-05,1365.0
2011-10-12,1230.0
2011-10-19,1323.33
2011-10-26,1323.33
2011-11-02,1370.0
2011-11-09,
2011-11-16,1346.67
2011-11-23,1323.33
2011-11-30,1330.0
2011-12-07,1230.0
2011-12-14,1300.0
2011-12-21,1335.0
2011-12-28,1323.33
2012-01-04,1300.0
2012-01-11,1300.0
2012-01-18,1300.0
2012-01-25,1312.5
2012-02-01,1312.5
2012-02-08,1340.0
2012-02-15,1312.5
2012-02-22,1312.5
2012-02-29,1325.0
2012-03-07,1325.0
2012-03-14,1325.0
2012-03-21,1327.5
2012-03-28,1303.33
2012-04-04,1303.33
2012-04-11,
2012-04-18,1296.67
2012-04-25,1350.0
2012-05-02,1326.67
2012-05-09,1340.0
2012-05-16,1325.0
2012-05-23,1306.67
2012-05-30,1292.5
2012-06-06,1292.5
2012-06-13,1290.0
2012-06-20,1290.0
2012-06-27,1290.0
2012-07-04,1290.0
2012-07-11,1310.0
