date,price
2019-10-27,3604.4576923076925
2019-11-03,3624.636153846154
2019-11-10,3644.8146153846155
2019-11-17,3664.993076923077
2019-11-24,3685.171538461538
2019-12-01,3705.35
2019-12-08,3708.3753846153845
2019-12-15,3711.400769230769
2019-12-22,3714.4261538461537
2019-12-29,3717.4515384615383
2020-01-05,3720.476923076923
2020-01-12,3723.5023076923076
2020-01-19,3726.527692307692
2020-01-26,3729.553076923077
2020-02-02,3732.5784615384614
2020-02-09,3735.603846153846
2020-02-16,3738.6292307692306
2020-02-23,3741.654615384615
2020-03-01,3744.68
2020-03-08,3749.7374285714286
2020-03-15,3754.794857142857
2020-03-22,3759.8522857142857
2020-03-29,3764.909714285714
2020-04-05,3769.967142857143
2020-04-12,3775.024571428571
2020-04-19,3780.082
2020-04-26,3785.1394285714287
2020-05-03,3790.196857142857
2020-05-10,3795.2542857142857
2020-05-17,3800.311714285714
2020-05-24,3805.369142857143
2020-05-31,3810.426571428571
2020-06-07,3815.484
2020-06-14,3820.5414285714287
2020-06-21,3825.598857142857
2020-06-28,3830.656285714286
2020-07-05,3835.713714285714
2020-07-12,3840.771142857143
2020-07-19,3845.828571428571
2020-07-26,3850.886
2020-08-02,3855.9434285714287
2020-08-09,3861.000857142857
2020-08-16,3866.058285714286
2020-08-23,3871.115714285714
2020-08-30,3876.173142857143
2020-09-06,3881.2305714285712
2020-09-13,3886.288
2020-09-20,3891.345428571429
2020-09-27,3896.402857142857
2020-10-04,3901.460285714286
2020-10-11,3906.517714285714
2020-10-18,3911.575142857143
2020-10-25,3916.6325714285713
2020-11-01,3921.69
2020-11-08,3920.5305128205127
2020-11-15,3919.371025641026
2020-11-22,3918.2115384615386
2020-11-29,3917.0520512820513
2020-12-06,3915.892564102564
2020-12-13,3914.733076923077
2020-12-20,3913.5735897435898
2020-12-27,3912.4141025641024
2021-01-03,3911.2546153846156
2021-01-10,3910.0951282051283
2021-01-17,3908.935641025641
2021-01-24,3907.7761538461536
2021-01-31,3906.616666666667
2021-02-07,3905.4571794871795
2021-02-14,3904.297692307692
2021-02-21,3903.1382051282053
2021-02-28,3901.978717948718
2021-03-07,3900.8192307692307
2021-03-14,3899.6597435897434
2021-03-21,3898.5002564102565
2021-03-28,3897.340769230769
2021-04-04,3896.181282051282
2021-04-11,3895.0217948717946
2021-04-18,3893.8623076923077
2021-04-25,3892.7028205128204
2021-05-02,3891.543333333333
2021-05-09,3890.383846153846
2021-05-16,3889.224358974359
2021-05-23,3888.0648717948716
2021-05-30,3886.9053846153843
2021-06-06,3885.7458974358974
2021-06-13,3884.58641025641
2021-06-20,3883.426923076923
2021-06-27,3882.267435897436
2021-07-04,3881.1079487179486
2021-07-11,3879.9484615384613
2021-07-18,3878.788974358974
2021-07-25,3877.629487179487
2021-08-01,3876.47
2021-08-08,3876.2679487179485
2021-08-15,3876.065897435897
2021-08-22,3875.8638461538458
2021-08-29,3875.661794871795
2021-09-05,3875.4597435897435
2021-09-12,3875.257692307692
2021-09-19,3875.055641025641
2021-09-26,3874.8535897435895
2021-10-03,3874.651538461538
2021-10-10,3874.4494871794873
2021-10-17,3874.247435897436
2021-10-24,3874.0453846153846
2021-10-31,3873.8433333333332
2021-11-07,3873.641282051282
2021-11-14,3873.4392307692306
2021-11-21,3873.237179487179
2021-11-28,3873.0351282051283
2021-12-05,3872.833076923077
2021-12-12,3872.6310256410256
2021-12-19,3872.4289743589743
2021-12-26,3872.226923076923
2022-01-02,3872.0248717948716
2022-01-09,3871.8228205128207
2022-01-16,3871.6207692307694
2022-01-23,3871.418717948718
2022-01-30,3871.2166666666667
2022-02-06,3871.0146153846154
2022-02-13,3870.812564102564
2022-02-20,3870.6105128205127
2022-02-27,3870.408461538462
2022-03-06,3870.2064102564104
2022-03-13,3870.004358974359
2022-03-20,3869.8023076923077
2022-03-27,3869.6002564102564
2022-04-03,3869.398205128205
2022-04-10,3869.196153846154
2022-04-17,3868.994102564103
2022-04-24,3868.7920512820515
2022-05-01,3868.59
2022-05-08,3884.09
2022-05-15,3899.59
2022-05-22,3915.09
2022-05-29,3930.59
2022-06-05,3946.09
2022-06-12,3961.59
2022-06-19,3977.09
2022-06-26,3992.59
2022-07-03,4008.09
2022-07-10,4023.59
2022-07-17,4039.09
2022-07-24,4054.59
2022-07-31,4070.09
2022-08-07,4085.59
2022-08-14,4101.09
2022-08-21,4116.59
2022-08-28,4132.09
2022-09-04,4147.59
2022-09-11,4163.09
2022-09-18,4178.59
2022-09-25,4194.09
2022-10-02,4209.59
2022-10-09,4225.09
2022-10-16,4240.59
2022-10-23,4256.09
2022-10-30,4271.59
2022-11-06,4287.09
2022-11-13,4302.59
2022-11-20,4318.09
2022-11-27,4333.59
2022-12-04,4349.09
2022-12-11,4364.59
2022-12-18,4380.09
2022-12-25,4395.59
2023-01-01,4411.09
2023-01-08,4423.89282051282
2023-01-15,4436.695641025641
2023-01-22,4449.498461538462
2023-01-29,4462.301282051282
2023-02-05,4475.1041025641025
2023-02-12,4487.906923076923
2023-02-19,4500.709743589744
2023-02-26,4513.512564102564
2023-03-05,4526.315384615385
2023-03-12,4539.118205128205
2023-03-19,4551.921025641026
2023-03-26,4564.723846153846
2023-04-02,4577.526666666667
2023-04-09,4590.329487179487
2023-04-16,4603.132307692307
2023-04-23,4615.935128205128
2023-04-30,4628.737948717949
2023-05-07,4641.540769230769
2023-05-14,4654.343589743589
2023-05-21,4667.1464102564105
2023-05-28,4679.949230769231
2023-06-04,4692.752051282051
2023-06-11,4705.554871794871
2023-06-18,4718.357692307693
2023-06-25,4731.160512820513
2023-07-02,4743.963333333333
2023-07-09,4756.766153846153
2023-07-16,4769.568974358974
2023-07-23,4782.371794871795
2023-07-30,4795.174615384615
2023-08-06,4807.9774358974355
2023-08-13,4820.780256410256
2023-08-20,4833.583076923077
2023-08-27,4846.385897435897
2023-09-03,4859.188717948718
2023-09-10,4871.991538461538
2023-09-17,4884.794358974359
2023-09-24,4897.597179487179
