date,price
2016-05-01,2639.98
2016-05-08,2649.866285714286
2016-05-15,2659.7525714285716
2016-05-22,2669.638857142857
2016-05-29,2679.525142857143
2016-06-05,2689.4114285714286
2016-06-12,2699.2977142857144
2016-06-19,2709.184
2016-06-26,2719.0702857142855
2016-07-03,2728.9565714285714
2016-07-10,2738.842857142857
2016-07-17,2748.729142857143
2016-07-24,2758.6154285714288
2016-07-31,2768.501714285714
2016-08-07,2778.388
2016-08-14,2788.2742857142857
2016-08-21,2798.1605714285715
2016-08-28,2808.0468571428573
2016-09-04,2817.9331428571427
2016-09-11,2827.8194285714285
2016-09-18,2837.7057142857143
2016-09-25,2847.592
2016-10-02,2857.478285714286
2016-10-09,2867.3645714285713
2016-10-16,2877.250857142857
2016-10-23,2887.137142857143
2016-10-30,2897.0234285714287
2016-11-06,2906.9097142857145
2016-11-13,2916.796
2016-11-20,2926.6822857142856
2016-11-27,2936.5685714285714
2016-12-04,2946.4548571428572
2016-12-11,2956.341142857143
2016-12-18,2966.2274285714284
2016-12-25,2976.113714285714
2017-01-01,2986.0
2017-01-08,2990.1189743589744
2017-01-15,2994.2379487179487
2017-01-22,2998.356923076923
2017-01-29,3002.4758974358974
2017-02-05,3006.594871794872
2017-02-12,3010.713846153846
2017-02-19,3014.8328205128205
2017-02-26,3018.951794871795
2017-03-05,3023.070769230769
2017-03-12,3027.1897435897436
2017-03-19,3031.308717948718
2017-03-26,3035.4276923076923
2017-04-02,3039.5466666666666
2017-04-09,3043.665641025641
2017-04-16,3047.7846153846153
2017-04-23,3051.9035897435897
2017-04-30,3056.022564102564
2017-05-07,3060.1415384615384
2017-05-14,3064.2605128205128
2017-05-21,3068.379487179487
2017-05-28,3072.4984615384615
2017-06-04,3076.617435897436
2017-06-11,3080.73641025641
2017-06-18,3084.8553846153845
2017-06-25,3088.974358974359
2017-07-02,3093.0933333333332
2017-07-09,3097.2123076923076
2017-07-16,3101.331282051282
2017-07-23,3105.4502564102563
2017-07-30,3109.5692307692307
2017-08-06,3113.688205128205
2017-08-13,3117.8071794871794
2017-08-20,3121.9261538461537
2017-08-27,3126.045128205128
2017-09-03,3130.1641025641024
2017-09-10,3134.283076923077
2017-09-17,3138.402051282051
2017-09-24,3142.5210256410255
2017-10-01,3146.64
2017-10-08,3145.9365384615385
2017-10-15,3145.2330769230766
2017-10-22,3144.529615384615
2017-10-29,3143.826153846154
2017-11-05,3143.122692307692
2017-11-12,3142.4192307692306
2017-11-19,3141.715769230769
2017-11-26,3141.012307692308
2017-12-03,3140.308846153846
2017-12-10,3139.6053846153845
2017-12-17,3138.901923076923
2017-12-24,3138.1984615384613
2017-12-31,3137.495
2018-01-07,3136.7915384615385
2018-01-14,3136.0880769230766
2018-01-21,3135.3846153846152
2018-01-28,3134.681153846154
2018-02-04,3133.977692307692
2018-02-11,3133.2742307692306
2018-02-18,3132.570769230769
2018-02-25,3131.867307692308
2018-03-04,3131.163846153846
2018-03-11,3130.4603846153846
2018-03-18,3129.756923076923
2018-03-25,3129.0534615384613
2018-04-01,3128.35
2018-04-08,3129.4123076923074
2018-04-15,3130.4746153846154
2018-04-22,3131.536923076923
2018-04-29,3132.599230769231
2018-05-06,3133.6615384615384
2018-05-13,3134.723846153846
2018-05-20,3135.786153846154
2018-05-27,3136.8484615384614
2018-06-03,3137.910769230769
2018-06-10,3138.973076923077
2018-06-17,3140.0353846153844
2018-06-24,3141.0976923076923
2018-07-01,3142.16
2018-07-08,3147.092295081967
2018-07-15,3152.024590163934
2018-07-22,3156.9568852459015
2018-07-29,3161.889180327869
2018-08-05,3166.821475409836
2018-08-12,3171.753770491803
2018-08-19,3176.6860655737705
2018-08-26,3181.6183606557374
2018-09-02,3186.550655737705
2018-09-09,3191.482950819672
2018-09-16,3196.415245901639
2018-09-23,3201.3475409836065
2018-09-30,3206.279836065574
2018-10-07,3211.2121311475407
2018-10-14,3216.144426229508
2018-10-21,3221.0767213114755
2018-10-28,3226.0090163934424
2018-11-04,3230.9413114754097
2018-11-11,3235.873606557377
2018-11-18,3240.805901639344
2018-11-25,3245.7381967213114
2018-12-02,3250.6704918032788
2018-12-09,3255.6027868852457
2018-12-16,3260.535081967213
2018-12-23,3265.4673770491804
2018-12-30,3270.399672131148
2019-01-06,3275.3319672131147
2019-01-13,3280.264262295082
2019-01-20,3285.1965573770494
2019-01-27,3290.1288524590163
2019-02-03,3295.0611475409837
2019-02-10,3299.993442622951
2019-02-17,3304.925737704918
2019-02-24,3309.8580327868854
2019-03-03,3314.7903278688527
2019-03-10,3319.7226229508196
2019-03-17,3324.654918032787
2019-03-24,3329.5872131147544
2019-03-31,3334.5195081967213
2019-04-07,3339.4518032786887
2019-04-14,3344.384098360656
2019-04-21,3349.316393442623
2019-04-28,3354.2486885245903
2019-05-05,3359.1809836065577
2019-05-12,3364.1132786885246
2019-05-19,3369.045573770492
2019-05-26,3373.9778688524593
2019-06-02,3378.9101639344262
2019-06-09,3383.8424590163936
2019-06-16,3388.774754098361
2019-06-23,3393.707049180328
2019-06-30,3398.6393442622953
2019-07-07,3403.5716393442626
2019-07-14,3408.5039344262295
2019-07-21,3413.436229508197
2019-07-28,3418.3685245901643
2019-08-04,3423.300819672131
2019-08-11,3428.2331147540986
2019-08-18,3433.165409836066
2019-08-25,3438.097704918033
2019-09-01,3443.03
2019-09-08,3463.2084615384615
2019-09-15,3483.3869230769233
2019-09-22,3503.5653846153846
2019-09-29,3523.7438461538463
2019-10-06,3543.9223076923076
2019-10-13,3564.1007692307694
2019-10-20,3584.2792307692307
